date,open,high,low,close,adj_close,volume,daily_return_pct
2025-10-09,193.38,196.15,193.07,195.27,195.27,791519,0.1281919803097109
2025-10-10,195.52,196.49,194.19,195.6,195.6,326069,0.1689967736979492
2025-10-13,195.09,197.26,193.54,196.5,196.5,355653,0.4601226993865115
2025-10-14,195.6,197.29,193.96,196.22,196.22,554032,-0.14249363867684384
2025-10-15,198.15,198.77,194.8,196.33,196.33,536688,0.056059525022944534
2025-10-16,197.16,199.52,195.99,196.4,196.4,627358,0.03565425559006741
2025-10-17,195.56,197.15,193.82,196.4,196.4,742678,0.0
2025-10-20,195.77,198.43,195.16,196.98,196.98,652527,0.2953156822810499
2025-10-21,197.77,198.1,194.23,197.74,197.74,454471,0.38582597217993175
2025-10-22,195.62,199.07,193.24,197.08,197.08,496374,-0.3337716192980622
2025-10-23,196.26,197.69,195.1,197.07,197.07,751397,-0.005074081591238677
2025-10-24,196.5,197.63,195.35,196.13,196.13,420880,-0.47698787232962614
2025-10-27,196.34,198.14,194.39,194.96,194.96,602507,-0.5965431091622841
2025-10-28,195.39,196.39,194.61,194.66,194.66,623274,-0.15387771850636778
2025-10-29,191.77,194.86,191.33,194.52,194.52,750159,-0.07192027124215405
2025-10-30,194.78,195.64,192.95,194.41,194.41,728612,-0.05654945506889941
2025-10-31,194.43,196.46,193.39,194.34,194.34,578807,-0.036006378272723794
2025-11-03,193.66,194.28,191.96,193.17,193.17,485498,-0.6020376659462867
2025-11-04,194.59,194.64,191.98,192.65,192.65,520742,-0.26919293886212836
2025-11-05,190.13,192.98,187.98,192.6,192.6,546954,-0.025953802232037138
2025-11-06,191.47,193.05,190.93,192.18,192.18,431513,-0.21806853582554409
2025-11-07,192.09,192.75,191.24,191.39,191.39,675244,-0.41107295244042774
2025-11-10,188.04,190.68,187.83,189.94,189.94,425027,-0.757615340404405
2025-11-11,191.03,191.61,187.04,189.26,189.26,689206,-0.35800779193430055
2025-11-12,189.53,191.43,188.21,189.09,189.09,750894,-0.08982352319559794
2025-11-13,189.8,191.26,185.9,188.78,188.78,877103,-0.16394309588027012
2025-11-14,187.99,192.05,187.67,188.67,188.67,371346,-0.0582688844157242
2025-11-17,188.45,190.7,185.68,187.47,187.47,755838,-0.6360311655271067
2025-11-18,188.46,192.03,187.08,187.18,187.18,351589,-0.15469141729342883
2025-11-19,187.32,187.89,185.54,187.04,187.04,502348,-0.07479431563202077
2025-11-20,186.86,189.58,185.53,186.58,186.58,405774,-0.24593669803250062
2025-11-21,186.72,187.15,185.84,186.39,186.39,397370,-0.10183299389003864
2025-11-24,184.07,185.51,183.29,185.11,185.11,405207,-0.6867321208219201
2025-11-25,184.45,184.89,183.58,184.63,184.63,326362,-0.2593052779428562
2025-11-26,183.96,185.7,182.58,184.14,184.14,793864,-0.26539565617722527
2025-11-27,183.83,184.65,181.75,183.37,183.37,336677,-0.4181600955794451
2025-11-28,184.39,185.13,181.18,183.19,183.19,539103,-0.09816218574467683
2025-12-01,180.71,184.07,179.96,181.98,181.98,719497,-0.6605164037338351
2025-12-02,181.41,182.54,179.5,181.56,181.56,894233,-0.2307945928123889
2025-12-03,183.09,185.96,178.68,181.31,181.31,812223,-0.13769552764926196
2025-12-04,180.16,181.29,179.71,181.05,181.05,382326,-0.14340080525067078
2025-12-05,179.88,181.34,178.67,180.87,180.87,892643,-0.0994200497100306
2025-12-08,179.82,180.02,179.41,179.58,179.58,692123,-0.7132194393763447
2025-12-09,180.03,180.89,178.21,179.01,179.01,407740,-0.31740728366188575
2025-12-10,178.58,181.0,178.33,178.57,178.57,569237,-0.24579632422769837
2025-12-11,179.15,179.38,174.92,177.56,177.56,850729,-0.5656045248361941
2025-12-12,177.66,178.21,176.4,176.63,176.63,535750,-0.5237666141022834
2025-12-15,175.93,178.52,174.34,174.92,174.92,410182,-0.9681254600011346
2025-12-16,174.82,175.06,173.83,174.15,174.15,825050,-0.4402012348502016
2025-12-17,176.67,179.0,173.77,173.87,173.87,871785,-0.16078093597473586
2025-12-18,172.89,174.68,172.88,173.14,173.14,885357,-0.41985391384368187
2025-12-19,170.18,173.41,169.56,172.59,172.59,873426,-0.31766200762387564
2025-12-22,173.72,174.16,170.16,171.79,171.79,823715,-0.463526276145787
2025-12-23,170.7,172.46,168.39,171.25,171.25,572693,-0.3143372722509974
2025-12-24,171.22,171.47,170.65,171.09,171.09,415380,-0.0934306569343013
2025-12-25,171.92,173.61,169.52,170.34,170.34,670293,-0.43836577240049523
2025-12-26,167.93,170.31,166.32,169.85,169.85,432478,-0.28765997416931866
2025-12-29,166.77,170.64,166.64,168.27,168.27,583893,-0.930232558139521
2025-12-30,165.81,167.76,164.49,167.73,167.73,693644,-0.32091281868427135
2025-12-31,166.66,168.87,165.44,167.61,167.61,867947,-0.0715435521373542
2026-01-01,167.11,167.59,166.29,166.59,166.59,473450,-0.6085555754430039
2026-01-02,166.77,166.89,164.9,166.14,166.14,451148,-0.2701242571582996
2026-01-05,164.77,167.16,163.75,164.44,164.44,740835,-1.0232334175996116
2026-01-06,161.94,165.9,160.26,163.64,163.64,303875,-0.4864996351252815
2026-01-07,159.76,163.21,159.36,162.54,162.54,639852,-0.6722072842825666
2026-01-08,162.03,162.76,161.47,161.97,161.97,747549,-0.3506829088224417
2026-01-09,160.62,164.78,160.15,161.18,161.18,630545,-0.4877446440698874
2026-01-12,160.03,161.13,155.38,159.48,159.48,530373,-1.0547214294577612
2026-01-13,159.73,160.12,158.36,158.89,158.89,797128,-0.3699523451216491
2026-01-14,159.02,160.02,153.75,158.86,158.86,522620,-0.018880986846225856
2026-01-15,159.09,160.93,155.77,158.18,158.18,726319,-0.4280498552184375
2026-01-16,157.5,158.67,156.59,157.23,157.23,578485,-0.6005816158806576
2026-01-19,156.14,156.63,154.83,155.5,155.5,315946,-1.1002989251415074
2026-01-20,154.14,158.32,152.51,154.98,154.98,618309,-0.3344051446945384
2026-01-21,154.65,155.45,153.65,154.86,154.86,329675,-0.07742934572201321
2026-01-22,154.8,155.34,152.64,154.56,154.56,858575,-0.19372336303759008
2026-01-23,155.08,155.31,153.41,154.09,154.09,660935,-0.30408902691511086
2026-01-26,152.34,153.96,149.2,152.82,152.82,523219,-0.8241936530599014
2026-01-27,152.43,153.31,151.8,151.81,151.81,591715,-0.6609082580813941
2026-01-28,150.67,152.74,150.1,150.99,150.99,671507,-0.5401488702983959
2026-01-29,149.93,150.8,147.66,150.07,150.07,456110,-0.6093118749586179
2026-01-30,150.33,150.94,149.15,149.33,149.33,473036,-0.4931032184980255
2026-02-02,144.68,147.74,143.27,147.07,147.07,551193,-1.5134266389874917
2026-02-03,145.32,147.99,145.17,146.88,146.88,455143,-0.12919018154620154
2026-02-04,144.61,148.49,144.56,146.39,146.39,754746,-0.33360566448802365
2026-02-05,142.67,146.11,140.76,145.47,145.47,362289,-0.6284582280210338
2026-02-06,143.89,145.3,143.53,144.7,144.7,795966,-0.5293187598817695
2026-02-09,144.49,144.93,142.55,143.59,143.59,509116,-0.7671043538355127
2026-02-10,143.13,143.82,141.84,143.47,143.47,636733,-0.08357127933700248
2026-02-11,144.0,145.33,143.71,143.76,143.76,394653,0.20213285007317783
2026-02-12,145.68,148.83,143.98,144.37,144.37,531221,0.42431830829161576
2026-02-13,145.7,146.86,143.96,144.11,144.11,752758,-0.18009281706725666
2026-02-16,142.45,143.63,142.14,142.53,142.53,462418,-1.0963847061272736
2026-02-17,143.0,146.25,140.51,141.38,141.38,379365,-0.8068476811899261
2026-02-18,141.17,142.52,139.66,141.06,141.06,613151,-0.2263403593153135
2026-02-19,139.36,141.65,137.91,140.37,140.37,397494,-0.48915355168013264
2026-02-20,139.1,140.1,137.55,139.81,139.81,488849,-0.3989456436560568
2026-02-23,136.6,139.93,136.02,138.37,138.37,570276,-1.0299692439739605
2026-02-24,136.85,138.26,134.86,137.91,137.91,638457,-0.3324420033244291
2026-02-25,137.45,139.32,136.83,137.88,137.88,683625,-0.02175331738090147
2026-02-26,138.49,138.57,136.87,137.52,137.52,705991,-0.26109660574411553
2026-02-27,139.12,140.59,134.92,137.06,137.06,806572,-0.3344968004653892
2026-03-02,133.81,136.84,133.49,135.47,135.47,339647,-1.1600758791770027
2026-03-03,134.94,136.22,133.44,134.47,134.47,517394,-0.7381708127260689
2026-03-04,132.65,134.68,132.12,133.89,133.89,300640,-0.43132297166654787
2026-03-05,134.04,134.35,132.58,133.47,133.47,305665,-0.31369034281871766
2026-03-06,133.52,134.58,131.55,133.68,133.68,427366,0.1573387278040128
2026-03-09,130.3,132.51,129.83,132.49,132.49,658885,-0.8901855176540963
2026-03-10,133.54,134.52,132.0,132.43,132.43,836706,-0.045286436712210776
2026-03-11,131.12,133.29,130.44,131.84,131.84,764124,-0.44551838707241886
2026-03-12,130.38,131.04,129.16,131.02,131.02,687774,-0.6219660194174748
2026-03-13,128.99,130.57,126.92,130.27,130.27,766898,-0.5724316898183535
2026-03-16,128.01,130.49,125.5,128.79,128.79,403176,-1.1361019421202267
2026-03-17,129.64,131.83,127.29,129.13,129.13,803901,0.263995651836324
2026-03-18,128.2,129.39,128.05,128.43,128.43,834158,-0.5420893673042548
2026-03-19,128.71,129.2,127.82,128.32,128.32,357032,-0.085649770302898
2026-03-20,128.02,129.46,126.52,127.59,127.59,581973,-0.5688902743142044
2026-03-23,128.27,128.41,126.52,126.69,126.69,798022,-0.7053844345168203
2026-03-24,126.71,128.7,126.53,127.12,127.12,585655,0.33941116110189906
2026-03-25,125.59,130.56,124.44,127.37,127.37,804283,0.1966645689112756
2026-03-26,128.93,131.03,127.57,127.65,127.65,861325,0.21983198555390882
2026-03-27,127.32,129.01,126.3,127.72,127.72,584798,0.05483744614178665
2026-03-30,130.11,132.16,128.19,128.77,128.77,335692,0.8221108675227073
2026-03-31,129.37,129.77,128.02,128.91,128.91,504031,0.10872097538245917
2026-04-01,128.62,129.86,128.62,128.78,128.78,429106,-0.10084555115972282
2026-04-02,129.05,130.65,128.16,128.63,128.63,584469,-0.11647771393074047
2026-04-03,131.33,132.9,128.05,128.99,128.99,651462,0.27987250252663465
2026-04-06,132.93,133.56,129.92,130.44,130.44,578339,1.1241181486936869
2026-04-07,130.88,130.96,129.74,130.8,130.8,417291,0.2759889604415866
2026-04-08,131.24,132.01,130.52,131.05,131.05,480698,0.19113149847094224
2026-04-09,132.74,133.01,129.72,131.45,131.45,707716,0.30522701259059204
2026-04-10,131.19,132.6,129.17,132.21,132.21,316189,0.5781666032712129
2026-04-13,133.58,133.8,132.48,133.18,133.18,428455,0.7336812646547175
2026-04-14,133.3,134.42,130.99,133.33,133.33,835404,0.11262952395254544
2026-04-15,134.4,135.53,132.56,134.02,134.02,359494,0.51751293782345
2026-04-16,133.47,136.74,132.04,134.47,134.47,548847,0.33577078048052655
2026-04-17,133.4,138.45,133.32,135.3,135.3,424191,0.6172380456607618
2026-04-20,133.78,137.67,133.39,136.26,136.26,362790,0.7095343680709298
2026-04-21,134.79,137.8,134.32,136.14,136.14,553640,-0.08806693086745865
2026-04-22,135.4,137.38,134.54,135.95,135.95,612865,-0.1395622153665288
2026-04-23,136.48,139.44,136.0,136.83,136.83,405682,0.6472968002942503
2026-04-24,140.06,140.2,137.29,137.73,137.73,346676,0.6577504933128475
2026-04-27,139.89,141.2,137.99,138.57,138.57,380815,0.6098889130908391
2026-04-28,137.58,141.25,136.71,138.73,138.73,690926,0.11546510788771336
2026-04-29,139.96,140.68,136.59,139.54,139.54,816169,0.5838679449289952
2026-04-30,138.9,139.91,138.39,139.39,139.39,408174,-0.10749605847786281
2026-05-01,138.97,140.56,135.91,139.31,139.31,492238,-0.057392926321819804
2026-05-04,140.46,140.47,140.19,140.24,140.24,506289,0.6675759098413669
2026-05-05,141.07,141.49,140.33,140.33,140.33,516455,0.06417569880206031
2026-05-06,140.16,141.99,138.69,140.56,140.56,446580,0.1638993800327615
2026-05-07,142.02,144.89,139.08,140.74,140.74,333162,0.12805919180420844
2026-05-08,139.72,143.59,139.44,141.09,141.09,615093,0.24868551939747352
2026-05-11,142.3,143.89,141.59,142.29,142.29,514421,0.850520944078248
2026-05-12,145.67,146.96,141.87,142.55,142.55,505354,0.18272541991708469
2026-05-13,143.28,144.48,142.27,143.01,143.01,458884,0.32269379165204004
2026-05-14,144.25,145.14,142.53,142.53,142.53,857603,-0.3356408642752218
2026-05-15,142.86,143.48,141.37,142.75,142.75,666291,0.15435346944503436
2026-05-18,143.85,145.6,142.37,143.15,143.15,551215,0.28021015761821033
2026-05-19,142.89,143.85,141.76,142.96,142.96,423234,-0.13272790778903198
2026-05-20,142.68,143.92,141.73,142.89,142.89,780674,-0.048964745383339725
2026-05-21,142.07,143.9,140.73,143.0,143.0,833019,0.07698229407238077
2026-05-22,144.08,144.55,142.2,143.56,143.56,319391,0.391608391608389
2026-05-25,142.78,146.29,141.8,143.8,143.8,857799,0.16717748676511324
2026-05-26,144.84,144.96,143.9,144.04,144.04,719652,0.16689847009734304
2026-05-27,145.41,146.19,143.04,144.11,144.11,359898,0.048597611774514604
2026-05-28,144.67,146.46,143.02,144.23,144.23,751894,0.08326972451597747
2026-05-29,144.47,147.17,143.71,144.81,144.81,364441,0.40213547805589833
2026-06-01,146.25,148.67,144.94,145.7,145.7,330517,0.6145984393342907
2026-06-02,146.03,148.31,144.7,146.4,146.4,369195,0.48043925875087545
2026-06-03,147.71,148.06,145.97,146.58,146.58,575899,0.12295081967212962
2026-06-04,144.38,148.46,142.64,146.57,146.57,671741,-0.006822213125956544
2026-06-05,146.33,146.75,146.04,146.73,146.73,544394,0.10916285733779674
2026-06-08,145.13,147.8,144.97,147.52,147.52,373181,0.5384038710557038
2026-06-09,146.02,149.34,142.6,147.81,147.81,419501,0.19658351409976849
2026-06-10,149.3,149.86,145.74,147.67,147.67,811429,-0.09471618970300355
2026-06-11,149.01,149.09,145.87,147.93,147.93,877574,0.1760682603101582
2026-06-12,147.38,150.07,147.17,148.25,148.25,752562,0.21631852903398752
2026-06-15,148.03,149.9,147.45,149.83,149.83,362048,1.06576728499157
2026-06-16,146.86,150.53,146.7,150.42,150.42,791885,0.3937796168991259
2026-06-17,149.4,152.57,148.78,150.05,150.05,715193,-0.245977928466945
2026-06-18,152.79,154.04,149.67,149.89,149.89,615636,-0.10663112295903332
2026-06-19,149.83,149.85,147.27,149.31,149.31,385943,-0.386950430315558
2026-06-22,148.23,149.25,147.59,148.9,148.9,898006,-0.2745964771281195
2026-06-23,149.5,149.57,147.36,148.95,148.95,565563,0.033579583613141395
2026-06-24,147.43,149.59,146.53,149.3,149.3,326505,0.23497818059752262
2026-06-25,148.62,150.49,148.54,148.98,148.98,425981,-0.214333556597468
2026-06-26,148.8,149.01,147.18,148.68,148.68,540758,-0.2013693113169457
2026-06-29,147.63,148.78,146.99,147.73,147.73,337396,-0.6389561474307359
2026-06-30,148.56,150.31,145.59,147.61,147.61,494362,-0.08122926961346977
2026-07-01,147.58,148.3,147.06,147.17,147.17,581042,-0.2980827857191448
2026-07-02,147.72,148.27,146.64,146.92,146.92,869187,-0.16987157708772127
2026-07-03,145.72,149.05,144.16,146.54,146.54,351825,-0.2586441600871181
2026-07-06,147.39,147.56,145.99,146.31,146.31,646116,-0.156953732769205
2026-07-07,147.58,148.98,143.4,145.63,145.63,849456,-0.464766591483845
2026-07-08,143.89,146.53,142.61,145.05,145.05,783714,-0.39826958731029594
2026-07-09,144.66,147.16,144.35,145.73,145.73,854964,0.46880386073766545
2026-07-10,146.81,146.87,143.36,145.21,145.21,402204,-0.3568242640499375
2026-07-13,144.4,145.81,140.46,144.63,144.63,780805,-0.3994215274430224
2026-07-14,146.89,148.4,144.38,145.2,145.2,887180,0.39410910599460003
2026-07-15,145.62,146.64,143.61,146.15,146.15,495619,0.6542699724517931
2026-07-16,147.42,147.95,145.34,145.68,145.68,599183,-0.32158741019500114
2026-07-17,145.64,147.44,145.27,145.48,145.48,618504,-0.13728720483252577
2026-07-20,145.71,147.25,144.79,145.4,145.4,596203,-0.05499037668407203
2026-07-21,147.82,148.0,145.85,145.94,145.94,473869,0.37138927097661867
2026-07-22,145.09,147.27,144.94,145.53,145.53,882530,-0.2809373715225383
2026-07-23,144.24,145.82,143.67,145.37,145.37,873898,-0.10994296708581874
2026-07-24,145.04,145.88,143.08,145.58,145.58,528439,0.14445896677444114
2026-07-27,146.07,146.36,143.37,145.53,145.53,783175,-0.034345377112243725
2026-07-28,143.45,146.14,142.54,145.33,145.33,538515,-0.13742870885726788
2026-07-29,145.98,146.34,144.83,145.22,145.22,776886,-0.07568980939930414
2026-07-30,144.03,145.38,143.19,144.67,144.67,650851,-0.37873571133453243
2026-07-31,146.25,147.13,144.86,144.87,144.87,582101,0.13824566254234671
2026-08-03,142.76,146.07,141.65,145.63,145.63,376831,0.5246082694829735
2026-08-04,145.05,146.56,144.8,146.0,146.0,692754,0.25406852983589356
2026-08-05,144.06,146.43,143.14,146.09,146.09,492651,0.06164383561644282
2026-08-06,145.54,146.92,143.83,146.54,146.54,430115,0.30802929700868287
2026-08-07,147.47,149.07,144.96,147.17,147.17,415924,0.4299167462808784
2026-08-10,147.87,148.75,147.17,148.08,148.08,889126,0.6183325405993312
2026-08-11,148.18,150.5,146.82,148.49,148.49,361970,0.2768773635872579
2026-08-12,148.6,150.42,146.86,148.79,148.79,779115,0.20203380699035378
2026-08-13,149.32,152.28,147.49,149.07,149.07,819686,0.18818468983130554
2026-08-14,147.9,151.71,147.04,149.11,149.11,318631,0.0268330314617371
2026-08-17,150.92,150.96,149.23,150.07,150.07,653598,0.6438199986587012
2026-08-18,151.11,151.16,149.59,150.32,150.32,646442,0.16658892516825397
2026-08-19,151.8,151.96,149.8,151.33,151.33,515203,0.6718999467802078
2026-08-20,152.84,154.54,151.19,152.17,152.17,700028,0.555078305689527
2026-08-21,152.94,156.69,150.69,152.59,152.59,545201,0.2760070973253592
2026-08-24,155.62,156.17,152.06,153.17,153.17,563814,0.3801035454485735
